Accession,AS1_1,AS1_2,AS1_3,AS1_avg,ASA1_1,ASA1_2,ASA1_3,ASA1_avg,AT4_1,AT4_2,AT4_3,AT4_avg,Pooled_1,Pooled_2,Pooled_3,Pooled_avg,Pooled_second_1,Pooled_second_2,Pooled_second_3,Pooled_second_avg,Pooled_sample_1,Pooled_sample_2,Pooled_sample_3,Pooled_sample_avg,SAS1_1,SAS1_2,SAS1_3,SAS1_avg,SASA1_1,SASA1_2,SASA1_3,SASA1_avg,TS4_1,TS4_2,TS4_3,TS4_avg,TT4_1,TT4_2,TT4_3,TT4_avg,Tn-Seq_Biomass_Flux
PA5036,835.6,773.6,737.8,782.333333333333,781.4,490.8,428.1,566.766666666667,660.6,884.9,772.1,772.533333333333,774.0,861.7,815.4,817.033333333333,803.6,441.4,410.3,551.766666666667,835.7,639.6,663.0,712.766666666667,355.2,444.1,416.2,405.166666666667,883.2,52.4,901.7,612.433333333333,980.3,121.5,905.0,668.933333333333,1107.9,911.6,1051.8,1023.76666666667,22.228179625264797
PA0432,926.0,899.4,899.8,908.4,921.4,988.3,957.0,955.566666666667,1189.3,1070.6,902.8,1054.23333333333,1532.3,1081.9,932.3,1182.16666666667,973.9,1144.2,1135.2,1084.43333333333,1115.5,1076.8,1191.3,1127.86666666667,1033.1,1063.4,1369.5,1155.33333333333,937.2,124.2,829.3,630.233333333333,1138.1,118.9,1217.8,824.933333333333,1138.2,1406.4,1035.9,1193.5,0.004193796436046156
PA5556,2734.5,2715.6,2531.4,2660.5,2766.2,2076.7,1820.8,2221.23333333333,1889.8,2118.8,2565.8,2191.46666666667,2171.7,1976.5,2742.8,2297.0,2816.8,2003.5,1935.6,2251.96666666667,2021.2,2048.4,2043.2,2037.6,1754.9,1864.5,1983.2,1867.53333333333,3045.6,7430.1,2329.5,4268.4,2390.6,431.5,2295.4,1705.83333333333,2574.6,2226.8,2397.0,2399.46666666667,369.8715475466668
PA4022,558.3,514.5,714.1,595.633333333333,240.0,304.1,257.6,267.233333333333,592.6,936.7,284.1,604.466666666667,393.5,685.6,243.2,440.766666666667,119.8,673.1,619.8,470.9,605.0,670.5,549.9,608.466666666667,216.2,298.1,310.3,274.866666666667,200.3,1194.1,170.2,521.533333333333,470.1,41.0,543.6,351.566666666667,446.1,370.6,355.8,390.833333333333,7.821043165044689
PA0506,1779.3,2123.3,2213.0,2038.53333333333,2217.7,1539.3,1235.7,1664.23333333333,1749.2,1952.6,1497.0,1732.93333333333,3075.2,2675.8,1964.6,2571.86666666667,2404.5,1465.4,1373.0,1747.63333333333,1672.0,1329.7,1417.2,1472.96666666667,1458.8,1372.0,1374.5,1401.76666666667,2032.2,6767.7,1515.4,3438.43333333333,2536.4,241.4,2679.9,1819.23333333333,2450.4,2823.1,2767.9,2680.46666666667,0.0
PA4225,496.8,531.4,526.5,518.233333333333,409.5,373.8,319.5,367.6,78.5,203.9,484.2,255.533333333333,302.3,275.4,532.4,370.033333333333,637.3,487.1,429.5,517.966666666667,471.7,443.4,407.7,440.933333333333,391.0,456.3,531.3,459.533333333333,491.7,74.4,521.6,362.566666666667,278.7,57.1,291.4,209.066666666667,279.7,228.1,293.5,267.1,0.0
PA2642,1252.2,1103.1,1403.6,1252.96666666667,1228.8,450.6,413.5,697.633333333333,1016.1,1169.7,1264.3,1150.03333333333,1104.7,1189.6,1052.0,1115.43333333333,1140.8,493.3,498.0,710.7,358.7,410.8,481.5,417.0,366.8,404.4,345.5,372.233333333333,1066.5,1456.5,1465.8,1329.6,1211.6,158.5,1171.0,847.033333333333,1187.8,1157.3,1207.1,1184.06666666667,80.75119569407249
PA3875,1056.0,1046.0,1131.3,1077.76666666667,746.9,1027.6,1072.9,949.133333333333,231.1,184.9,982.1,466.033333333333,264.4,288.2,860.0,470.866666666667,934.5,1154.5,1085.9,1058.3,1253.5,1402.7,1279.9,1312.03333333333,1329.9,1338.6,1416.5,1361.66666666667,942.1,418.2,946.0,768.766666666667,347.8,51.7,381.9,260.466666666667,179.2,277.2,215.5,223.966666666667,9.999999999998712
PA0548,683.2,846.0,723.3,750.833333333333,789.4,1535.7,1442.5,1255.86666666667,128.9,170.1,715.3,338.1,383.1,267.2,800.7,483.666666666667,777.5,1412.3,1408.0,1199.26666666667,1260.5,1346.7,1424.0,1343.73333333333,1380.8,1472.2,1463.0,1438.66666666667,817.4,102.4,872.1,597.3,205.7,41.2,229.5,158.8,181.3,222.5,261.6,221.8,6.5714121034399176
PA1587,1848.3,1862.8,2079.4,1930.16666666667,1618.3,1880.3,1862.2,1786.93333333333,3529.1,2906.3,1907.2,2780.86666666667,3265.0,3258.6,1960.2,2827.93333333333,1908.1,1790.6,1797.0,1831.9,1550.8,1917.9,1879.7,1782.8,1798.8,1802.8,1833.2,1811.6,1687.9,1411.9,1794.9,1631.56666666667,2874.5,385.5,2959.5,2073.16666666667,3063.2,2931.3,2884.8,2959.76666666667,18.4119533157035
PA1562,2329.3,2601.8,2558.4,2496.5,2424.4,517.2,704.0,1215.2,825.4,664.2,2411.4,1300.33333333333,1040.8,927.1,2672.2,1546.7,2422.8,439.7,451.7,1104.73333333333,371.3,496.6,500.1,456.0,528.7,485.7,494.9,503.1,2459.8,828.2,2664.4,1984.13333333333,754.7,119.1,839.5,571.1,763.3,685.9,816.2,755.133333333333,28.121117765683202
PA1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.821043165044689
PA1155,972.9,890.8,799.1,887.6,1115.7,1142.4,1057.3,1105.13333333333,1037.2,863.0,919.7,939.966666666667,984.0,1001.9,960.8,982.233333333333,1119.5,1149.3,1061.8,1110.2,1077.3,1355.2,1267.9,1233.46666666667,1161.9,1051.9,1140.8,1118.2,1017.3,713.9,1091.2,940.8,831.2,162.8,803.9,599.3,626.1,781.9,585.8,664.6,1.0998091360316509
PA2424,0.0,0.0,0.0,0.0,0.0,1335.4,1335.9,890.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.9,1250.4,819.433333333333,1396.6,1147.1,1188.3,1244.0,1376.2,1234.4,1628.3,1412.96666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA0482,1218.8,1619.5,1043.4,1293.9,967.0,930.3,929.3,942.2,2068.7,2143.8,1391.8,1868.1,1967.7,1992.4,1441.0,1800.36666666667,1208.8,1056.5,1008.7,1091.33333333333,1150.7,963.7,1102.0,1072.13333333333,893.7,896.8,852.6,881.033333333333,1334.5,2110.5,1080.1,1508.36666666667,1782.3,201.4,1911.4,1298.36666666667,1786.1,2021.5,1784.2,1863.93333333333,0.0
PA3769,1010.0,1035.8,1033.6,1026.46666666667,1011.6,930.1,908.8,950.166666666667,815.3,814.0,985.3,871.533333333333,802.7,927.1,959.6,896.466666666667,978.7,835.0,789.6,867.766666666667,748.5,815.5,822.6,795.533333333333,911.1,838.6,787.4,845.7,1194.7,142.0,1009.2,781.966666666667,743.3,128.4,798.5,556.733333333333,739.4,758.5,829.5,775.8,3.214265381800309
PA0794,642.3,834.4,934.0,803.566666666667,508.9,453.5,464.2,475.533333333333,463.9,534.5,739.6,579.333333333333,598.9,402.3,697.5,566.233333333333,639.0,530.8,517.3,562.366666666667,599.3,561.1,540.2,566.866666666667,416.3,428.3,369.8,404.8,448.8,1311.4,488.7,749.633333333333,531.0,41.7,537.5,370.066666666667,524.1,596.8,478.4,533.1,0.0
PA3139,2240.4,2042.3,2264.8,2182.5,2374.6,1239.8,1178.1,1597.5,437.4,315.5,2189.0,980.633333333333,455.7,371.2,2245.8,1024.23333333333,2308.7,1172.2,1120.4,1533.76666666667,1188.3,1050.9,1032.6,1090.6,1229.0,1234.1,1108.1,1190.4,2405.4,1992.8,2198.2,2198.8,430.8,88.8,413.8,311.133333333333,414.5,393.6,472.9,427.0,3.5033899409209375
PA0887,1232.4,1369.2,1191.2,1264.26666666667,1189.0,631.4,495.6,772.0,499.2,1225.5,1243.2,989.3,993.8,902.1,1386.1,1094.0,1190.9,602.7,679.0,824.2,997.0,666.8,728.1,797.3,718.9,754.3,709.4,727.533333333333,1166.2,1071.6,1151.1,1129.63333333333,1131.9,128.7,1149.3,803.3,1129.8,1065.0,1038.8,1077.86666666667,15.802177725771703
PA5192,2407.7,2433.3,2368.3,2403.1,2123.2,1600.5,1444.8,1722.83333333333,2152.3,1807.1,2275.3,2078.23333333333,1883.7,1839.1,2583.7,2102.16666666667,2604.5,1525.8,1492.5,1874.26666666667,1387.4,1389.6,1416.5,1397.83333333333,1432.6,1410.6,1401.9,1415.03333333333,2437.9,7006.7,1931.2,3791.93333333333,1910.3,289.6,1847.4,1349.1,1945.9,1675.9,2004.4,1875.4,101.72865374541645
PA3770,1229.1,1062.9,1063.2,1118.4,1316.8,826.1,692.1,945.0,1878.6,2008.1,1126.4,1671.03333333333,1908.9,1877.4,1302.4,1696.23333333333,1210.3,763.4,718.6,897.433333333333,761.2,741.2,745.7,749.366666666667,757.3,735.4,719.0,737.233333333333,1193.3,1040.7,1311.3,1181.76666666667,1760.0,237.9,1777.4,1258.43333333333,1769.4,1771.6,1827.7,1789.56666666667,3.214265381800309
PA0266,0.0,0.0,0.0,0.0,0.0,1124.0,1245.8,789.933333333333,1792.0,1418.0,0.0,1070.0,1373.7,1458.8,0.0,944.166666666667,0.0,1097.0,1120.9,739.3,1278.0,1095.4,1036.9,1136.76666666667,1183.1,1081.8,1027.8,1097.56666666667,0.0,0.0,0.0,0.0,1487.4,232.0,1433.3,1050.9,1339.4,1399.2,1565.0,1434.53333333333,0.0
PA1586,1496.5,1598.1,1454.1,1516.23333333333,1240.5,500.6,576.3,772.466666666667,514.4,616.1,1506.1,878.866666666667,760.6,716.0,1386.1,954.233333333333,1378.3,456.5,472.8,769.2,389.6,491.9,480.4,453.966666666667,411.3,417.1,396.5,408.3,1482.0,2214.5,1282.5,1659.66666666667,717.0,157.6,695.0,523.2,765.0,727.2,719.9,737.366666666667,11.851201896976196
PA1583,2277.1,2343.3,2568.4,2396.26666666667,2254.4,1383.3,1646.8,1761.5,2102.7,2367.7,2338.8,2269.73333333333,2337.7,2483.2,2405.5,2408.8,2278.0,1855.4,1829.2,1987.53333333333,1834.6,1579.2,1597.3,1670.36666666667,1497.3,1611.1,1396.3,1501.56666666667,2315.0,2071.0,2288.7,2224.9,2607.7,405.6,2584.0,1865.76666666667,2723.7,2511.8,2540.2,2591.9,4.802049908627017
PA4329,1018.5,920.9,972.7,970.7,849.9,1032.2,1047.3,976.466666666667,1412.3,1166.2,1091.4,1223.3,1041.3,1070.5,939.8,1017.2,874.0,1127.9,1091.3,1031.06666666667,933.4,1014.3,1019.8,989.166666666667,965.1,891.5,1061.7,972.766666666667,985.6,542.4,1145.2,891.066666666667,1019.3,120.3,974.6,704.733333333333,1071.5,1028.4,1058.9,1052.93333333333,194.89976070634665
PA5046,1696.8,1713.6,1378.3,1596.23333333333,1861.0,590.7,658.3,1036.66666666667,1353.5,1471.9,1713.4,1512.93333333333,1341.3,1455.1,1904.3,1566.9,1950.1,549.4,645.8,1048.43333333333,714.0,251.5,612.5,526.0,746.9,733.6,676.5,719.0,1817.7,1374.9,2043.0,1745.2,1401.8,216.4,1362.5,993.566666666667,1400.7,1374.2,1411.8,1395.56666666667,168.58616026400284
PA3159,254.7,203.8,100.8,186.433333333333,240.4,750.9,750.4,580.566666666667,2043.3,1920.0,257.5,1406.93333333333,1443.1,1541.9,212.3,1065.76666666667,259.1,657.6,691.3,536.0,773.9,582.0,670.1,675.333333333333,760.7,740.5,658.8,720.0,234.9,636.4,266.8,379.366666666667,1594.4,192.0,1424.4,1070.26666666667,1534.5,1559.8,1646.8,1580.36666666667,0.0
PA3299,97.8,151.3,140.0,129.7,110.5,867.7,816.6,598.266666666667,351.0,540.2,72.0,321.066666666667,776.8,637.1,116.5,510.133333333333,211.7,925.5,926.1,687.766666666667,692.3,867.5,868.8,809.533333333333,918.6,957.8,796.4,890.933333333333,133.7,261.9,114.6,170.066666666667,664.5,108.1,733.4,502.0,616.2,893.1,750.5,753.266666666667,0.0
PA3637,1260.9,1386.3,1422.9,1356.7,1356.9,697.3,721.6,925.266666666667,1744.1,1765.2,1388.6,1632.63333333333,1726.0,1707.0,1390.0,1607.66666666667,1376.2,628.8,623.1,876.033333333333,562.2,624.2,623.3,603.233333333333,672.3,646.8,672.0,663.7,1330.8,3114.0,1109.1,1851.3,1794.1,209.9,1714.5,1239.5,1891.8,1760.9,1913.7,1855.46666666667,3.2613756950985615
PA2634,2653.1,2949.7,2705.0,2769.26666666667,2500.7,596.6,607.6,1234.96666666667,1844.4,2528.4,3130.3,2501.03333333333,2080.7,2369.2,2929.8,2459.9,2718.8,647.7,774.5,1380.33333333333,767.5,594.4,790.6,717.5,618.7,725.0,614.7,652.8,2722.0,6538.6,2193.9,3818.16666666667,2180.7,28735.3,2331.5,11082.5,2423.9,2270.1,2577.8,2423.93333333333,0.0
PA0865,819.7,657.0,708.9,728.533333333333,500.6,1275.1,1046.6,940.766666666667,717.8,984.8,563.3,755.3,1016.8,959.2,781.3,919.1,866.9,1910.8,1895.8,1557.83333333333,2141.8,1449.3,1489.1,1693.4,855.4,1129.9,1065.5,1016.93333333333,538.8,2686.1,404.1,1209.66666666667,1427.7,190.8,1164.8,927.766666666667,1122.7,1189.9,1232.7,1181.76666666667,0.0
PA4694,1186.3,1150.7,1106.6,1147.86666666667,1061.8,1325.0,1415.9,1267.56666666667,1190.6,1143.6,1099.9,1144.7,868.2,1002.0,1114.9,995.033333333333,1276.9,1006.8,1158.3,1147.33333333333,1036.4,1073.8,1183.4,1097.86666666667,1148.4,1281.6,1088.3,1172.76666666667,924.4,1374.6,1070.9,1123.3,855.8,141.6,800.1,599.166666666667,772.5,883.3,899.8,851.866666666667,0.5245320995777463
PA0895,0.0,0.0,0.0,0.0,0.0,595.2,565.2,386.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.2,635.8,427.333333333333,490.2,641.2,675.5,602.3,514.7,621.2,559.7,565.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.058444234787638
PA5051,227.9,271.3,151.8,217.0,232.4,1040.1,1158.0,810.166666666667,477.2,366.4,218.5,354.033333333333,656.0,536.6,278.6,490.4,249.3,797.0,781.1,609.133333333333,816.1,762.2,716.7,765.0,1103.6,949.1,864.3,972.333333333333,245.2,1145.0,270.3,553.5,519.0,52.4,500.6,357.333333333333,491.4,528.8,480.1,500.1,0.0
PA5322,554.2,455.2,474.7,494.7,481.9,719.8,777.1,659.6,568.1,446.2,581.3,531.866666666667,488.0,412.1,496.3,465.466666666667,485.4,675.0,721.3,627.233333333333,892.4,746.2,803.8,814.133333333333,715.4,814.0,784.3,771.233333333333,456.8,12.5,506.4,325.233333333333,406.7,55.0,407.5,289.733333333333,476.8,452.5,384.7,438.0,0.0003494830360746201
PA0668,2173.5,1826.6,1876.7,1958.93333333333,2227.9,413.8,402.7,1014.8,878.1,1053.0,1872.5,1267.86666666667,1248.1,889.2,1977.6,1371.63333333333,2108.6,383.6,371.2,954.466666666667,614.7,557.1,370.7,514.166666666667,413.3,349.0,377.2,379.833333333333,2229.1,1795.3,2245.0,2089.8,949.8,213.9,990.5,718.066666666667,953.5,1404.6,840.4,1066.16666666667,0.0
PA3001,1863.5,1683.9,1556.0,1701.13333333333,1976.0,1379.9,1307.7,1554.53333333333,2124.3,2195.0,1605.3,1974.86666666667,2139.6,2282.6,1778.4,2066.86666666667,1702.7,1481.7,1545.2,1576.53333333333,1374.9,1464.0,1341.4,1393.43333333333,1452.1,1493.6,1512.6,1486.1,2050.6,1256.2,1967.8,1758.2,2348.5,329.7,2182.0,1620.06666666667,2476.6,2423.5,2624.6,2508.23333333333,0.0
PA4854,1397.0,1417.2,1155.7,1323.3,1657.9,563.6,497.0,906.166666666667,1747.2,1483.1,1317.7,1516.0,1502.9,1551.6,1521.6,1525.36666666667,1603.0,407.3,481.1,830.466666666667,493.9,424.6,403.6,440.7,487.4,516.3,435.7,479.8,1781.3,513.0,1566.7,1287.0,1625.9,276.4,1568.7,1157.0,1756.9,1604.3,1562.3,1641.16666666667,9.947415624983485
PA0265,502.5,415.2,505.0,474.233333333333,786.1,668.4,760.1,738.2,188.2,524.8,546.2,419.733333333333,438.3,435.9,568.4,480.866666666667,556.1,611.3,641.7,603.033333333333,580.2,584.7,548.0,570.966666666667,625.5,601.3,543.7,590.166666666667,653.7,349.5,784.1,595.766666666667,464.4,171.5,514.0,383.3,432.6,455.6,515.4,467.866666666667,0.0013979321453488137
PA1074,1111.7,924.3,844.4,960.133333333333,792.1,710.1,594.8,699.0,1048.8,1290.3,806.9,1048.66666666667,1303.9,1067.4,1024.9,1132.06666666667,1027.2,909.1,970.3,968.866666666667,864.7,807.6,807.9,826.733333333334,508.4,572.4,513.9,531.566666666667,780.2,2647.5,684.5,1370.73333333333,1711.6,247.0,1504.6,1154.4,1434.6,1336.8,1491.1,1420.83333333333,0.0
PA2744,1782.0,1435.5,1572.1,1596.53333333333,1833.7,950.7,923.0,1235.8,674.2,724.7,1393.5,930.8,1086.2,832.5,1670.9,1196.53333333333,1898.9,870.7,816.9,1195.5,738.2,865.1,765.2,789.5,925.2,772.6,898.9,865.566666666667,1847.2,5049.3,1647.4,2847.96666666667,920.8,129.8,890.9,647.166666666667,873.1,768.0,806.5,815.866666666667,0.0
PA3190,495.1,595.2,705.0,598.433333333333,608.8,1020.2,854.3,827.766666666667,312.6,1012.4,462.8,595.933333333333,938.9,1051.5,370.3,786.9,426.1,1871.4,1756.0,1351.16666666667,2263.4,1271.6,1510.4,1681.8,958.9,1107.3,1067.9,1044.7,572.6,72.6,714.6,453.266666666667,1468.4,152.7,1355.2,992.1,1281.8,914.6,1418.9,1205.1,10.0
PA5373,444.0,475.2,333.0,417.4,658.4,1107.1,1438.2,1067.9,910.1,865.6,532.2,769.3,1192.3,1046.7,478.7,905.9,557.0,900.2,948.3,801.833333333333,1006.8,726.7,944.0,892.5,1046.8,934.0,984.2,988.333333333333,595.7,77.2,897.5,523.466666666667,945.4,142.5,1022.1,703.333333333333,1045.2,1075.7,959.5,1026.8,0.0
